,avg_tem,avg_hum,avg_dew,max_tem,min_tem,max_hum,min_hum,max_hea,Month,date_obj,Year,dep_dew,ran_dew
1176,52.3,52.0,33.9,66.3,38.9,87.0,31.0,78.4,10,2013-10-01,2013,18.4,79.56
1177,49.7,59.0,32.0,68.9,32.2,91.0,16.0,77.6,10,2013-10-02,2013,17.700000000000003,95.69999999999999
1178,46.2,70.0,35.6,63.1,34.0,93.0,24.0,63.1,10,2013-10-03,2013,10.600000000000001,85.94
1179,33.9,67.0,22.9,42.7,28.7,93.0,36.0,42.7,10,2013-10-04,2013,11.0,66.52000000000001
1180,38.8,28.0,7.3,48.5,29.8,47.0,15.0,48.5,10,2013-10-05,2013,31.499999999999996,62.22
1181,50.2,35.0,22.0,65.3,34.4,64.0,16.0,75.9,10,2013-10-06,2013,28.200000000000003,80.18
1182,57.5,21.0,16.0,70.6,40.9,43.0,10.0,72.7,10,2013-10-07,2013,41.5,73.58000000000001
1183,57.2,25.0,18.2,69.4,38.5,65.0,13.0,73.9,10,2013-10-08,2013,39.0,81.62
1184,48.3,54.0,31.3,61.3,36.3,82.0,30.0,61.3,10,2013-10-09,2013,16.999999999999996,75.72
1185,43.0,70.0,33.4,51.9,34.9,90.0,45.0,51.9,10,2013-10-10,2013,9.600000000000001,65.19999999999999
1186,41.9,51.0,24.8,48.9,33.1,63.0,37.0,48.9,10,2013-10-11,2013,17.099999999999998,57.16
1187,38.0,71.0,28.4,53.5,27.8,91.0,28.0,53.5,10,2013-10-12,2013,9.600000000000001,80.38
1188,40.8,70.0,30.0,59.3,24.8,91.0,29.0,59.3,10,2013-10-13,2013,10.799999999999997,88.82
1189,40.1,64.0,28.3,50.3,32.5,90.0,38.0,50.3,10,2013-10-14,2013,11.8,68.52
1190,30.3,81.0,25.0,38.8,26.6,89.0,60.0,38.8,10,2013-10-15,2013,5.300000000000001,54.64
1191,34.3,51.0,14.8,46.7,18.6,88.0,23.0,46.7,10,2013-10-16,2013,19.499999999999996,83.5
1192,36.1,56.0,20.9,45.7,29.4,89.0,29.0,45.7,10,2013-10-17,2013,15.200000000000003,69.9
1193,31.1,60.0,16.8,39.9,19.2,90.0,31.0,39.9,10,2013-10-18,2013,14.3,73.94
1194,42.7,32.0,14.7,53.3,34.3,44.0,22.0,53.3,10,2013-10-19,2013,28.000000000000004,58.92
1195,37.5,60.0,23.0,45.2,24.4,91.0,31.0,45.2,10,2013-10-20,2013,14.5,74.4
1196,35.4,59.0,20.2,49.5,18.3,90.0,30.0,49.5,10,2013-10-21,2013,15.2,84.8
1197,49.6,33.0,21.5,60.4,41.9,43.0,24.0,60.4,10,2013-10-22,2013,28.1,57.34
1198,47.8,41.0,23.1,62.2,28.8,81.0,18.0,62.2,10,2013-10-23,2013,24.699999999999996,88.08
1199,38.2,64.0,24.1,61.3,21.9,90.0,22.0,61.3,10,2013-10-24,2013,14.100000000000001,95.88000000000001
1200,40.3,57.0,23.0,63.4,23.0,86.0,17.0,63.4,10,2013-10-25,2013,17.299999999999997,97.24
1201,38.3,62.0,24.7,58.0,23.5,84.0,27.0,58.0,10,2013-10-26,2013,13.599999999999998,87.02000000000001
1202,48.4,32.0,18.9,58.7,33.8,60.0,20.0,58.7,10,2013-10-27,2013,29.5,71.30000000000001
1203,30.4,80.0,24.7,34.7,26.1,91.0,59.0,34.7,10,2013-10-28,2013,5.699999999999999,52.120000000000005
1204,33.6,76.0,25.5,53.6,24.4,91.0,26.0,53.6,10,2013-10-29,2013,8.100000000000001,84.60000000000001
1205,35.4,55.0,20.1,42.6,29.4,93.0,35.0,42.6,10,2013-10-30,2013,15.299999999999997,66.08
1206,35.1,44.0,15.0,40.6,31.8,60.0,33.0,40.6,10,2013-10-31,2013,20.1,50.52
1207,37.0,46.0,17.4,42.9,32.9,70.0,27.0,42.9,11,2013-11-01,2013,19.6,57.480000000000004
1208,47.8,19.0,5.1,56.6,37.0,38.0,7.0,56.6,11,2013-11-02,2013,42.699999999999996,62.760000000000005
1209,46.9,27.0,11.7,54.1,29.4,69.0,7.0,54.1,11,2013-11-03,2013,35.2,79.02000000000001
1210,29.0,50.0,12.2,34.6,23.2,70.0,34.0,34.6,11,2013-11-04,2013,16.8,56.36
1211,26.3,40.0,3.2,33.4,20.3,84.0,20.0,33.4,11,2013-11-05,2013,23.1,68.14
1212,31.6,40.0,9.7,38.0,23.2,54.0,31.0,38.0,11,2013-11-06,2013,21.900000000000002,55.080000000000005
1213,42.8,35.0,16.1,53.3,33.1,49.0,23.0,53.3,11,2013-11-07,2013,26.699999999999996,61.56
1214,47.8,25.0,13.2,56.9,38.2,39.0,19.0,56.9,11,2013-11-08,2013,34.599999999999994,57.9
1215,42.7,39.0,17.8,56.5,28.8,73.0,22.0,56.5,11,2013-11-09,2013,24.900000000000002,78.06
1216,45.1,33.0,15.6,59.5,28.7,74.0,16.0,59.5,11,2013-11-10,2013,29.5,83.68
1217,42.8,45.0,19.1,59.9,27.6,87.0,15.0,59.9,11,2013-11-11,2013,23.699999999999996,90.22
1218,36.9,57.0,20.4,55.6,22.2,88.0,15.0,55.6,11,2013-11-12,2013,16.5,91.67999999999999
1219,49.0,20.0,8.4,56.9,42.1,35.0,12.0,56.9,11,2013-11-13,2013,40.6,55.080000000000005
1220,42.7,32.0,14.1,51.0,32.5,57.0,18.0,51.0,11,2013-11-14,2013,28.6,64.53999999999999
1221,40.2,40.0,14.9,49.8,31.9,84.0,18.0,49.8,11,2013-11-15,2013,25.300000000000004,73.66
1222,33.8,55.0,18.4,41.6,25.8,86.0,32.0,41.6,11,2013-11-16,2013,15.399999999999999,67.24000000000001
1223,33.3,46.0,13.9,41.3,25.7,84.0,29.0,41.3,11,2013-11-17,2013,19.4,67.4
1224,38.0,35.0,11.4,54.7,22.2,58.0,14.0,54.7,11,2013-11-18,2013,26.6,80.34
1225,42.3,36.0,15.8,49.8,24.4,69.0,16.0,49.8,11,2013-11-19,2013,26.499999999999996,76.48
1226,40.1,45.0,19.7,48.5,31.8,76.0,28.0,48.5,11,2013-11-20,2013,20.400000000000002,65.97999999999999
1227,13.4,79.0,8.0,31.5,6.3,86.0,69.0,31.5,11,2013-11-21,2013,5.4,63.31999999999999
1228,17.3,81.0,12.6,29.8,7.4,88.0,74.0,29.8,11,2013-11-22,2013,4.700000000000001,59.44
1229,20.1,79.0,14.6,31.3,11.4,86.0,64.0,31.3,11,2013-11-23,2013,5.500000000000002,59.82000000000001
1230,25.9,74.0,18.0,39.8,10.7,90.0,22.0,39.8,11,2013-11-24,2013,7.899999999999999,85.58
1231,30.3,58.0,16.9,39.6,16.9,83.0,35.0,39.6,11,2013-11-25,2013,13.400000000000002,71.98
1232,26.6,61.0,13.2,45.8,14.3,84.0,26.0,45.8,11,2013-11-26,2013,13.400000000000002,84.38
1233,40.1,36.0,13.7,51.4,24.0,70.0,21.0,51.4,11,2013-11-27,2013,26.400000000000002,77.04
1234,28.7,66.0,17.8,50.5,17.2,82.0,27.0,50.5,11,2013-11-28,2013,10.899999999999999,85.1
1235,39.9,38.0,15.2,47.7,24.5,77.0,26.0,47.7,11,2013-11-29,2013,24.7,73.56
1236,39.0,34.0,12.6,45.5,34.0,45.0,24.0,45.5,11,2013-11-30,2013,26.4,51.06
1237,37.2,43.0,16.8,44.9,28.5,59.0,28.0,44.9,12,2013-12-01,2013,20.400000000000002,59.56
1238,37.9,51.0,21.3,40.8,34.4,64.0,44.0,40.8,12,2013-12-02,2013,16.599999999999998,45.599999999999994
1239,27.9,64.0,16.5,38.0,5.2,83.0,43.0,38.0,12,2013-12-03,2013,11.399999999999999,79.2
1240,0.5,75.0,-5.6,6.5,-10.5,78.0,68.0,6.5,12,2013-12-04,2013,6.1,52.60000000000001
1241,-4.4,71.0,-11.3,10.7,-12.8,75.0,67.0,10.7,12,2013-12-05,2013,6.9,58.379999999999995
1242,-4.3,71.0,-11.3,8.1,-13.0,74.0,68.0,8.1,12,2013-12-06,2013,7.000000000000001,55.26
1243,3.4,72.0,-3.5,17.5,-7.7,75.0,66.0,17.5,12,2013-12-07,2013,6.9,60.440000000000005
1244,7.7,57.0,-5.2,18.8,-7.7,81.0,33.0,18.8,12,2013-12-08,2013,12.9,75.78
1245,6.5,47.0,-10.8,17.2,-7.7,75.0,26.0,17.2,12,2013-12-09,2013,17.3,74.53999999999999
1246,21.8,44.0,3.4,25.6,13.5,54.0,38.0,25.6,12,2013-12-10,2013,18.400000000000002,49.86
1247,28.4,32.0,1.1,35.9,10.5,73.0,17.0,35.9,12,2013-12-11,2013,27.299999999999997,77.56
1248,41.3,17.0,-0.1,49.9,34.1,23.0,12.0,49.9,12,2013-12-12,2013,41.4,51.760000000000005
1249,34.9,30.0,5.4,41.5,25.7,45.0,15.0,41.5,12,2013-12-13,2013,29.5,58.6
1250,29.0,38.0,5.8,36.9,17.5,56.0,25.0,36.9,12,2013-12-14,2013,23.2,62.56
1251,36.2,36.0,11.5,43.6,28.8,50.0,24.0,43.6,12,2013-12-15,2013,24.700000000000003,56.160000000000004
1252,40.5,29.0,10.5,47.4,36.2,38.0,20.0,47.4,12,2013-12-16,2013,30.0,49.67999999999999
1253,44.3,23.0,8.2,51.4,38.8,28.0,17.0,51.4,12,2013-12-17,2013,36.099999999999994,48.56
1254,46.1,20.0,7.0,53.2,41.8,28.0,15.0,53.2,12,2013-12-18,2013,39.1,48.080000000000005
1255,37.7,46.0,15.8,48.8,15.2,86.0,21.0,48.8,12,2013-12-19,2013,21.900000000000002,89.0
1256,24.2,59.0,10.0,37.7,11.2,88.0,30.0,37.7,12,2013-12-20,2013,14.2,79.38000000000001
1257,22.3,61.0,9.1,27.5,1.6,85.0,29.0,27.5,12,2013-12-21,2013,13.200000000000001,78.06
1258,19.6,58.0,6.3,27.6,6.3,83.0,34.0,27.6,12,2013-12-22,2013,13.3,70.94
1259,26.3,57.0,12.0,35.7,11.2,83.0,34.0,35.7,12,2013-12-23,2013,14.3,74.14
1260,29.1,51.0,12.9,37.3,18.4,85.0,34.0,37.3,12,2013-12-24,2013,16.200000000000003,69.25999999999999
1261,29.3,30.0,1.3,37.6,20.6,45.0,22.0,37.6,12,2013-12-25,2013,28.0,57.28
1262,36.0,27.0,4.6,43.2,27.3,45.0,18.0,43.2,12,2013-12-26,2013,31.4,57.620000000000005
1263,37.8,42.0,15.1,52.5,23.2,72.0,24.0,52.5,12,2013-12-27,2013,22.699999999999996,78.58000000000001
1264,33.9,52.0,15.7,44.6,17.8,85.0,24.0,44.6,12,2013-12-28,2013,18.2,80.75999999999999
1265,21.4,59.0,6.9,31.6,8.6,85.0,25.0,31.6,12,2013-12-29,2013,14.499999999999998,76.6
1266,30.3,39.0,8.4,35.9,24.8,52.0,28.0,35.9,12,2013-12-30,2013,21.9,51.739999999999995
1267,35.6,45.0,16.1,40.7,31.5,58.0,34.0,40.7,12,2013-12-31,2013,19.5,49.84
1268,26.9,57.0,13.4,34.6,15.9,88.0,33.0,34.6,1,2014-01-01,2014,13.499999999999998,70.5
1269,35.2,30.0,6.3,44.6,18.0,70.0,19.0,44.6,1,2014-01-02,2014,28.900000000000002,76.96000000000001
1270,39.4,30.0,10.3,45.8,31.9,64.0,20.0,45.8,1,2014-01-03,2014,29.099999999999998,61.74
1271,12.0,80.0,7.1,31.9,-5.4,87.0,64.0,31.9,1,2014-01-04,2014,4.9,77.58000000000001
1272,3.3,71.0,-4.1,13.4,-5.2,78.0,56.0,13.4,1,2014-01-05,2014,7.3999999999999995,58.52
1273,22.0,40.0,0.9,55.4,5.6,90.0,30.0,55.4,1,2014-01-06,2014,21.1,103.39999999999999
1274,32.1,35.0,6.1,41.7,25.6,67.0,20.0,41.7,1,2014-01-07,2014,26.0,65.02000000000001
1275,27.5,54.0,12.2,36.3,13.6,78.0,35.0,36.3,1,2014-01-08,2014,15.3,70.18
1276,29.9,47.0,11.7,34.1,22.2,84.0,36.0,34.1,1,2014-01-09,2014,18.2,61.18000000000001
1277,24.2,47.0,6.6,30.9,18.4,64.0,36.0,30.9,1,2014-01-10,2014,17.6,54.58
1278,38.1,42.0,17.0,45.4,30.7,52.0,35.0,45.4,1,2014-01-11,2014,21.1,52.82000000000001
1279,28.0,50.0,11.0,39.9,21.1,87.0,35.0,39.9,1,2014-01-12,2014,17.0,69.52
1280,26.0,44.0,6.9,32.4,21.1,50.0,37.0,32.4,1,2014-01-13,2014,19.1,47.98
1281,31.7,39.0,9.3,35.5,28.4,48.0,28.0,35.5,1,2014-01-14,2014,22.4,46.300000000000004
1282,35.4,36.0,10.8,41.6,30.3,49.0,22.0,41.6,1,2014-01-15,2014,24.599999999999998,53.02
1283,34.6,25.0,2.0,40.6,28.8,42.0,18.0,40.6,1,2014-01-16,2014,32.6,52.44
1284,34.7,32.0,7.3,43.2,28.4,45.0,24.0,43.2,1,2014-01-17,2014,27.400000000000002,54.36
1285,39.3,23.0,3.7,47.6,31.6,32.0,13.0,47.6,1,2014-01-18,2014,35.599999999999994,54.839999999999996
1286,41.5,25.0,8.1,47.9,37.3,28.0,20.0,47.9,1,2014-01-19,2014,33.4,45.480000000000004
1287,37.3,22.0,1.7,44.8,32.9,29.0,12.0,44.8,1,2014-01-20,2014,35.599999999999994,50.02
1288,41.4,9.0,-13.9,49.4,19.9,75.0,5.0,49.4,1,2014-01-21,2014,55.3,86.69999999999999
1289,18.6,80.0,13.5,19.9,17.3,83.0,75.0,19.9,1,2014-01-22,2014,5.100000000000001,37.48
1290,16.3,65.0,5.0,30.1,1.5,83.0,15.0,30.1,1,2014-01-23,2014,11.3,85.08
1291,37.4,18.0,-3.2,46.9,29.4,28.0,11.0,46.9,1,2014-01-24,2014,40.6,55.620000000000005
1292,42.9,26.0,9.8,51.1,36.8,34.0,19.0,51.1,1,2014-01-25,2014,33.099999999999994,51.7
1293,33.3,43.0,10.6,46.8,10.3,80.0,20.0,46.8,1,2014-01-26,2014,22.699999999999996,90.1
1294,8.4,78.0,3.0,12.4,-2.0,80.0,74.0,12.4,1,2014-01-27,2014,5.4,48.56
1295,13.7,45.0,-6.9,29.1,-9.3,76.0,20.0,29.1,1,2014-01-28,2014,20.6,90.56
1296,32.3,44.0,12.1,37.5,25.6,74.0,22.0,37.5,1,2014-01-29,2014,20.199999999999996,62.62
1297,28.8,74.0,21.5,34.9,20.3,89.0,57.0,34.9,1,2014-01-30,2014,7.300000000000001,58.12
1298,18.8,84.0,14.8,27.5,6.3,87.0,79.0,27.5,1,2014-01-31,2014,4.0,56.08
1299,13.1,79.0,7.9,22.3,-0.2,87.0,71.0,22.3,2,2014-02-01,2014,5.199999999999999,60.260000000000005
1300,13.8,56.0,0.2,29.7,-2.6,81.0,27.0,29.7,2,2014-02-02,2014,13.600000000000001,83.74000000000001
1301,20.9,52.0,5.0,28.8,14.3,81.0,31.0,28.8,2,2014-02-03,2014,15.899999999999999,64.5
1302,5.9,74.0,-0.7,15.2,-12.0,80.0,65.0,15.2,2,2014-02-04,2014,6.6000000000000005,64.6
1303,-9.1,66.0,-17.5,7.2,-22.5,71.0,60.0,7.2,2,2014-02-05,2014,8.4,65.66
1304,10.3,64.0,0.0,24.4,-6.5,73.0,44.0,24.4,2,2014-02-06,2014,10.3,73.34
1305,26.0,56.0,12.4,32.8,18.0,78.0,39.0,32.8,2,2014-02-07,2014,13.6,60.83999999999999
1306,31.5,60.0,18.6,37.3,20.3,88.0,42.0,37.3,2,2014-02-08,2014,12.899999999999999,65.56
1307,29.7,76.0,22.6,40.5,17.0,89.0,49.0,40.5,2,2014-02-09,2014,7.099999999999998,69.9
1308,28.6,66.0,17.8,40.5,14.0,86.0,31.0,40.5,2,2014-02-10,2014,10.8,78.3
1309,28.3,43.0,7.9,35.8,13.6,85.0,31.0,35.8,2,2014-02-11,2014,20.4,73.64
1310,32.1,48.0,14.2,38.1,26.9,72.0,35.0,38.1,2,2014-02-12,2014,17.900000000000002,56.52
1311,39.0,51.0,21.9,44.9,32.8,76.0,36.0,44.9,2,2014-02-13,2014,17.1,58.50000000000001
1312,37.1,38.0,12.8,43.2,30.0,61.0,14.0,43.2,2,2014-02-14,2014,24.3,62.120000000000005
1313,45.6,37.0,20.4,49.4,39.5,67.0,26.0,49.4,2,2014-02-15,2014,25.200000000000003,56.66
1314,40.9,45.0,18.8,49.3,24.5,90.0,24.0,49.3,2,2014-02-16,2014,22.099999999999998,80.56
1315,34.8,27.0,2.7,44.3,22.4,51.0,17.0,44.3,2,2014-02-17,2014,32.099999999999994,66.14000000000001
1316,39.9,26.0,6.5,46.1,29.0,54.0,15.0,46.1,2,2014-02-18,2014,33.4,63.14
1317,36.7,37.0,10.5,46.4,22.2,87.0,19.0,46.4,2,2014-02-19,2014,26.200000000000003,80.68
1318,19.8,36.0,-2.9,24.4,16.2,50.0,27.0,24.4,2,2014-02-20,2014,22.7,48.480000000000004
1319,27.5,41.0,6.4,32.4,20.5,61.0,27.0,32.4,2,2014-02-21,2014,21.1,56.13999999999999
1320,28.2,56.0,13.9,34.0,19.5,81.0,31.0,34.0,2,2014-02-22,2014,14.299999999999999,64.5
1321,34.5,44.0,13.0,44.2,19.4,84.0,24.0,44.2,2,2014-02-23,2014,21.5,78.4
1322,39.1,24.0,5.5,40.5,37.2,28.0,19.0,40.5,2,2014-02-24,2014,33.6,38.54
1323,3.6,76.0,-2.6,40.5,1.4,77.0,23.0,40.5,2,2014-02-25,2014,6.2,90.53999999999999
1324,29.6,35.0,0.4,46.8,-0.8,82.0,12.0,46.8,2,2014-02-26,2014,29.200000000000003,104.8
1325,40.4,42.0,18.4,50.4,27.8,60.0,24.0,50.4,2,2014-02-27,2014,22.0,67.56
1326,38.6,46.0,19.2,42.6,30.3,67.0,31.0,42.6,2,2014-02-28,2014,19.400000000000002,57.260000000000005
1327,20.8,74.0,13.7,43.2,9.3,87.0,50.0,43.2,3,2014-03-01,2014,7.100000000000001,79.22
1328,32.6,54.0,17.0,40.6,22.7,82.0,34.0,40.6,3,2014-03-02,2014,15.600000000000001,67.18
1329,38.1,44.0,17.1,48.1,25.1,75.0,25.0,48.1,3,2014-03-03,2014,21.0,73.0
1330,38.1,53.0,20.9,50.5,26.7,91.0,25.0,50.5,3,2014-03-04,2014,17.200000000000003,79.56
1331,34.0,54.0,16.0,46.4,17.3,91.0,23.0,46.4,3,2014-03-05,2014,18.0,85.58
1332,44.5,27.0,11.6,55.7,38.3,39.0,16.0,55.7,3,2014-03-06,2014,32.9,57.68000000000001
1333,31.3,79.0,25.0,41.3,22.9,91.0,39.0,41.3,3,2014-03-07,2014,6.300000000000001,69.12
1334,31.4,63.0,18.5,45.4,17.0,90.0,27.0,45.4,3,2014-03-08,2014,12.899999999999999,83.08000000000001
1335,46.8,16.0,1.6,55.9,38.0,28.0,9.0,55.9,3,2014-03-09,2014,45.199999999999996,56.739999999999995
1336,49.4,16.0,3.9,58.7,42.2,25.0,9.0,58.7,3,2014-03-10,2014,45.5,54.26
1337,31.1,51.0,13.6,48.6,14.8,77.0,18.0,48.6,3,2014-03-11,2014,17.5,87.03999999999999
1338,27.4,42.0,2.2,50.5,5.0,77.0,9.0,50.5,3,2014-03-12,2014,25.2,101.98
1339,40.8,21.0,3.0,50.1,24.4,47.0,14.0,50.1,3,2014-03-13,2014,37.8,69.58000000000001
1340,39.8,25.0,5.5,51.9,22.0,48.0,13.0,51.9,3,2014-03-14,2014,34.3,74.5
1341,33.3,44.0,12.8,41.1,25.8,79.0,23.0,41.1,3,2014-03-15,2014,20.499999999999996,67.46000000000001
1342,39.1,30.0,9.3,53.5,28.8,43.0,16.0,53.5,3,2014-03-16,2014,29.8,66.42
1343,41.5,32.0,11.5,52.0,25.3,79.0,17.0,52.0,3,2014-03-17,2014,30.0,81.02000000000001
1344,27.1,44.0,7.6,34.3,21.6,69.0,25.0,34.3,3,2014-03-18,2014,19.5,60.54
1345,30.9,37.0,5.0,44.2,14.0,76.0,18.0,44.2,3,2014-03-19,2014,25.9,83.08000000000001
1346,41.3,18.0,0.1,52.0,32.8,27.0,12.0,52.0,3,2014-03-20,2014,41.199999999999996,56.60000000000001
1347,35.2,38.0,9.7,41.8,25.6,73.0,15.0,41.8,3,2014-03-21,2014,25.500000000000004,69.07999999999998
1348,19.4,82.0,14.8,25.6,10.4,85.0,69.0,25.6,3,2014-03-22,2014,4.599999999999998,52.96
1349,29.2,45.0,6.7,46.7,2.8,87.0,16.0,46.7,3,2014-03-23,2014,22.5,101.46000000000001
1350,30.6,54.0,12.9,45.8,19.7,83.0,19.0,45.8,3,2014-03-24,2014,17.700000000000003,81.13999999999999
1351,37.6,47.0,13.5,57.6,19.4,87.0,11.0,57.6,3,2014-03-25,2014,24.1,97.56
1352,43.0,36.0,15.9,53.0,27.5,81.0,18.0,53.0,3,2014-03-26,2014,27.1,80.18
1353,34.9,51.0,16.1,45.7,26.0,90.0,16.0,45.7,3,2014-03-27,2014,18.799999999999997,78.34
1354,32.0,43.0,10.9,41.1,25.6,84.0,25.0,41.1,3,2014-03-28,2014,21.1,68.74000000000001
1355,42.3,25.0,8.9,51.1,33.1,35.0,18.0,51.1,3,2014-03-29,2014,33.4,56.11999999999999
1356,46.2,31.0,15.0,56.6,33.1,86.0,16.0,56.6,3,2014-03-30,2014,31.200000000000003,80.7
1357,34.8,39.0,11.1,42.9,27.0,69.0,19.0,42.9,3,2014-03-31,2014,23.699999999999996,65.9
1358,34.1,59.0,20.2,44.1,23.2,87.0,32.0,44.1,4,2014-04-01,2014,13.900000000000002,72.7
1359,33.7,63.0,20.6,45.9,23.3,86.0,24.0,45.9,4,2014-04-02,2014,13.100000000000001,76.92
1360,30.5,59.0,16.7,39.9,23.2,89.0,26.0,39.9,4,2014-04-03,2014,13.8,71.38
1361,31.9,45.0,11.3,45.9,16.7,78.0,22.0,45.9,4,2014-04-04,2014,20.599999999999998,81.36000000000001
1362,35.7,51.0,18.2,48.0,26.0,87.0,23.0,48.0,4,2014-04-05,2014,17.500000000000004,77.04
1363,34.2,52.0,15.4,45.7,21.1,88.0,17.0,45.7,4,2014-04-06,2014,18.800000000000004,82.16
1364,35.4,53.0,17.7,45.8,24.4,87.0,23.0,45.8,4,2014-04-07,2014,17.7,76.44
1365,48.1,32.0,18.0,59.5,38.3,51.0,16.0,59.5,4,2014-04-08,2014,30.1,65.80000000000001
1366,54.0,23.0,16.4,65.5,46.1,36.0,14.0,65.5,4,2014-04-09,2014,37.6,59.32
1367,50.4,32.0,20.4,60.5,39.8,60.0,17.0,60.5,4,2014-04-10,2014,30.0,68.18
1368,48.5,37.0,18.4,65.8,27.2,76.0,11.0,65.8,4,2014-04-11,2014,30.1,94.0
1369,52.7,26.0,16.5,62.6,40.5,76.0,13.0,62.6,4,2014-04-12,2014,36.2,76.78
1370,23.9,85.0,20.1,40.3,12.6,91.0,76.0,40.3,4,2014-04-13,2014,3.799999999999997,65.1
1371,22.6,53.0,5.9,35.3,2.8,81.0,26.0,35.3,4,2014-04-14,2014,16.700000000000003,84.3
1372,41.1,28.0,10.0,50.8,30.0,38.0,20.0,50.8,4,2014-04-15,2014,31.1,59.28
1373,38.0,43.0,14.4,49.6,31.5,84.0,14.0,49.6,4,2014-04-16,2014,23.6,75.30000000000001
1374,47.3,54.0,30.6,57.0,37.0,73.0,20.0,57.0,4,2014-04-21,2014,16.699999999999996,71.08
1375,47.4,53.0,28.1,66.6,30.9,85.0,20.0,66.6,4,2014-04-22,2014,19.299999999999997,91.1
1376,46.9,35.0,19.8,55.7,35.9,68.0,24.0,55.7,4,2014-04-23,2014,27.099999999999998,67.64
1377,43.4,25.0,9.0,57.8,30.9,32.0,16.0,57.8,4,2014-04-24,2014,34.4,64.66
1378,50.2,28.0,17.1,60.6,39.2,50.0,14.0,60.6,4,2014-04-25,2014,33.1,66.36
1379,51.8,32.0,21.0,64.6,32.7,60.0,14.0,64.6,4,2014-04-26,2014,30.799999999999997,80.46
1380,38.6,41.0,16.8,43.0,35.5,50.0,36.0,43.0,4,2014-04-27,2014,21.8,44.54
1381,35.3,34.0,9.0,43.2,31.2,48.0,17.0,43.2,4,2014-04-28,2014,26.299999999999997,55.16000000000001
1382,34.6,41.0,12.5,41.6,29.5,75.0,27.0,41.6,4,2014-04-29,2014,22.1,61.38
1383,36.1,37.0,11.4,46.5,27.9,54.0,22.0,46.5,4,2014-04-30,2014,24.700000000000003,62.120000000000005
1384,41.9,27.0,8.1,55.9,26.3,47.0,11.0,55.9,5,2014-05-01,2014,33.8,74.56
1385,53.5,27.0,19.3,66.2,35.5,44.0,17.0,66.2,5,2014-05-02,2014,34.2,72.42
1386,58.7,21.0,17.1,71.5,44.1,42.0,9.0,72.9,5,2014-05-03,2014,41.6,71.28
1387,58.3,18.0,11.8,72.8,41.5,38.0,7.0,72.9,5,2014-05-04,2014,46.5,74.46000000000001
1388,54.4,19.0,10.6,68.3,40.5,38.0,8.0,70.3,5,2014-05-05,2014,43.8,70.6
1389,54.9,23.0,15.7,67.1,38.4,59.0,11.0,67.1,5,2014-05-06,2014,39.2,77.98
1390,43.2,65.0,31.0,53.6,34.7,88.0,21.0,53.6,5,2014-05-07,2014,12.200000000000003,75.02
1391,39.0,72.0,29.7,49.2,31.5,92.0,35.0,49.2,5,2014-05-08,2014,9.3,70.22
1392,42.5,53.0,25.7,54.5,32.8,87.0,30.0,54.5,5,2014-05-09,2014,16.8,74.22
1393,43.3,58.0,28.8,52.8,34.6,88.0,34.0,52.8,5,2014-05-10,2014,14.499999999999996,69.63999999999999
1394,31.2,90.0,28.5,40.6,25.8,93.0,85.0,40.6,5,2014-05-11,2014,2.6999999999999993,49.68000000000001
1395,26.8,75.0,19.6,32.2,18.8,89.0,57.0,32.2,5,2014-05-12,2014,7.199999999999999,56.92
1396,29.1,58.0,15.1,42.1,12.9,83.0,31.0,42.1,5,2014-05-13,2014,14.000000000000002,79.92
1397,39.0,44.0,17.7,50.9,29.4,72.0,21.0,50.9,5,2014-05-14,2014,21.3,71.86000000000001
1398,40.0,63.0,27.6,52.8,26.4,86.0,33.0,52.8,5,2014-05-15,2014,12.399999999999999,77.47999999999999
1399,47.2,60.0,31.6,58.3,34.0,90.0,22.0,58.3,5,2014-05-16,2014,15.600000000000001,80.78
1400,49.0,68.0,37.0,62.5,36.9,94.0,26.0,62.5,5,2014-05-17,2014,12.0,82.08000000000001
1401,56.1,44.0,26.7,72.7,33.8,92.0,13.0,74.6,5,2014-05-18,2014,29.400000000000002,99.34
1402,55.8,34.0,22.6,71.5,34.7,68.0,11.0,73.2,5,2014-05-19,2014,33.199999999999996,89.32
1403,54.2,62.0,41.0,62.8,44.2,81.0,45.0,62.8,5,2014-05-20,2014,13.200000000000003,63.56
1404,50.0,74.0,41.8,61.5,40.9,89.0,48.0,61.5,5,2014-05-21,2014,8.200000000000003,67.36000000000001
1405,52.2,69.0,41.2,68.6,39.8,89.0,22.0,75.8,5,2014-05-22,2014,11.0,84.92
1406,49.9,73.0,40.7,64.0,37.0,92.0,37.0,64.0,5,2014-05-23,2014,9.199999999999996,78.80000000000001
1407,49.8,78.0,42.5,61.6,39.9,94.0,54.0,61.6,5,2014-05-24,2014,7.299999999999997,68.1
1408,46.6,81.0,40.7,58.7,37.3,93.0,47.0,58.7,5,2014-05-25,2014,5.899999999999999,69.96000000000001
1409,41.9,65.0,30.6,58.6,17.0,72.0,46.0,58.6,5,2014-05-28,2014,11.299999999999997,82.96000000000001
1410,52.3,55.0,34.2,77.0,13.3,80.0,19.0,77.4,5,2014-05-29,2014,18.099999999999994,117.66
1411,52.7,78.0,45.7,64.2,25.2,92.0,46.0,64.2,5,2014-05-30,2014,7.0,87.56
1412,57.4,59.0,41.0,73.2,42.3,93.0,22.0,77.2,5,2014-05-31,2014,16.4,88.46000000000001
