,avg_tem,avg_hum,avg_dew,max_tem,min_tem,max_hum,min_hum,max_hea,Month,date_obj,Year,dep_dew,ran_dew
937,33.6,23.0,-1.5,44.6,22.7,38.0,14.0,44.6,12,2012-12-21,2012,35.1,62.540000000000006
938,39.0,13.0,-9.1,47.2,26.5,25.0,9.0,47.2,12,2012-12-22,2012,48.1,58.46
939,33.8,31.0,5.2,38.5,30.3,55.0,10.0,38.5,12,2012-12-23,2012,28.599999999999998,56.4
940,28.1,57.0,13.4,34.9,13.1,86.0,34.0,34.9,12,2012-12-24,2012,14.700000000000001,72.52
941,8.5,77.0,2.6,21.1,-1.4,82.0,66.0,21.1,12,2012-12-25,2012,5.9,60.260000000000005
942,19.1,61.0,6.7,36.8,-3.3,83.0,39.0,36.8,12,2012-12-26,2012,12.400000000000002,87.94
943,18.2,59.0,5.2,28.8,1.5,83.0,30.0,28.8,12,2012-12-27,2012,13.0,78.38
944,15.4,42.0,-4.5,23.2,0.7,80.0,27.0,23.2,12,2012-12-28,2012,19.9,73.58
945,17.1,36.0,-6.4,36.8,-0.2,59.0,19.0,36.8,12,2012-12-29,2012,23.5,83.4
946,27.6,31.0,-0.4,37.6,16.7,63.0,16.0,37.6,12,2012-12-30,2012,28.0,69.82000000000001
947,12.5,73.0,5.4,23.5,1.1,81.0,61.0,23.5,12,2012-12-31,2012,7.1,61.60000000000001
948,13.4,50.0,-3.5,22.9,-0.0,80.0,28.0,22.9,1,2013-01-01,2013,16.9,73.62
949,16.1,36.0,-6.3,24.8,4.1,52.0,24.0,24.8,1,2013-01-02,2013,22.400000000000002,62.78
950,13.2,45.0,-7.9,38.9,-7.7,73.0,11.0,38.9,1,2013-01-03,2013,21.1,100.91999999999999
951,19.1,52.0,2.4,44.8,2.0,75.0,22.0,44.8,1,2013-01-04,2013,16.700000000000003,93.88
952,20.2,42.0,-2.4,41.8,-0.2,74.0,16.0,41.8,1,2013-01-05,2013,22.599999999999998,94.88
953,27.3,28.0,-6.6,49.6,-0.8,58.0,8.0,49.6,1,2013-01-06,2013,33.9,100.4
954,38.0,14.0,-7.1,47.0,27.5,27.0,7.0,47.0,1,2013-01-07,2013,45.1,58.7
955,33.3,38.0,10.2,36.5,30.0,46.0,16.0,36.5,1,2013-01-08,2013,23.099999999999998,49.3
956,38.6,29.0,7.4,54.1,24.5,44.0,12.0,54.1,1,2013-01-09,2013,31.200000000000003,73.12
957,29.8,37.0,3.5,47.9,14.8,60.0,11.0,47.9,1,2013-01-10,2013,26.3,82.74000000000001
958,18.8,46.0,0.9,30.7,10.0,78.0,25.0,30.7,1,2013-01-11,2013,17.900000000000002,71.78
959,7.1,46.0,-11.0,16.9,-3.3,75.0,23.0,16.9,1,2013-01-12,2013,18.1,70.92
960,-1.0,68.0,-9.2,11.2,-9.8,73.0,52.0,11.2,1,2013-01-13,2013,8.2,60.56
961,-1.0,57.0,-13.6,15.5,-13.5,73.0,26.0,15.5,1,2013-01-14,2013,12.6,77.92000000000002
962,20.1,38.0,-1.6,31.8,3.4,50.0,23.0,31.8,1,2013-01-15,2013,21.700000000000003,70.12
963,31.8,46.0,12.1,50.1,16.4,74.0,23.0,50.1,1,2013-01-16,2013,19.700000000000003,84.06
964,27.7,48.0,6.5,51.4,6.5,83.0,16.0,51.4,1,2013-01-17,2013,21.2,101.02000000000001
965,37.8,20.0,0.6,44.7,32.9,25.0,16.0,44.7,1,2013-01-18,2013,37.199999999999996,47.040000000000006
966,39.2,17.0,-2.8,48.6,32.2,24.0,10.0,48.6,1,2013-01-19,2013,42.0,53.44
967,33.8,26.0,-0.1,42.9,18.1,60.0,13.0,42.9,1,2013-01-20,2013,33.9,73.72
968,36.5,23.0,1.2,43.3,30.6,29.0,12.0,43.3,1,2013-01-21,2013,35.3,50.82
969,43.1,9.0,-11.9,50.9,36.6,14.0,6.0,50.9,1,2013-01-22,2013,55.0,49.18
970,47.2,9.0,-8.9,56.7,42.1,15.0,6.0,56.7,1,2013-01-23,2013,56.1,49.84
971,43.2,26.0,7.5,50.2,33.5,51.0,11.0,50.2,1,2013-01-24,2013,35.7,63.1
972,42.6,44.0,21.8,49.9,38.5,52.0,32.0,49.9,1,2013-01-25,2013,20.8,50.6
973,41.2,49.0,21.9,51.6,30.1,89.0,24.0,51.6,1,2013-01-26,2013,19.300000000000004,76.9
974,37.1,56.0,20.5,47.7,26.6,91.0,26.0,47.7,1,2013-01-27,2013,16.6,76.5
975,31.3,55.0,15.7,45.1,18.9,85.0,27.0,45.1,1,2013-01-28,2013,15.600000000000001,79.08
976,15.7,44.0,-3.2,23.5,5.2,85.0,26.0,23.5,1,2013-01-29,2013,18.9,71.54
977,21.8,43.0,2.5,28.5,10.4,56.0,31.0,28.5,1,2013-01-30,2013,19.3,59.1
978,30.3,45.0,11.0,35.2,26.6,63.0,31.0,35.2,1,2013-01-31,2013,19.3,52.120000000000005
979,32.1,41.0,11.1,38.0,28.5,50.0,30.0,38.0,2,2013-02-01,2013,21.0,48.7
980,36.3,26.0,4.1,47.1,26.1,41.0,15.0,47.1,2,2013-02-02,2013,32.199999999999996,62.36
981,38.5,16.0,-5.5,49.4,24.2,41.0,7.0,49.4,2,2013-02-03,2013,44.0,69.44
982,35.2,26.0,3.4,44.8,29.7,36.0,15.0,44.8,2,2013-02-04,2013,31.800000000000004,54.66
983,39.6,34.0,13.0,50.4,32.8,45.0,26.0,50.4,2,2013-02-05,2013,26.6,56.440000000000005
984,36.8,46.0,17.1,44.6,26.0,82.0,32.0,44.6,2,2013-02-06,2013,19.699999999999996,68.60000000000001
985,26.5,40.0,1.0,43.1,10.2,81.0,7.0,43.1,2,2013-02-07,2013,25.5,91.54000000000002
986,24.1,32.0,-4.4,45.9,6.1,57.0,12.0,45.9,2,2013-02-08,2013,28.5,88.0
987,21.4,62.0,9.9,34.6,9.9,85.0,38.0,34.6,2,2013-02-09,2013,11.499999999999998,73.62
988,20.8,51.0,4.8,28.2,13.3,74.0,31.0,28.2,2,2013-02-10,2013,16.0,62.38000000000001
989,13.2,75.0,6.5,24.6,3.7,82.0,47.0,24.6,2,2013-02-11,2013,6.699999999999999,65.5
990,23.8,31.0,-3.0,37.7,15.1,48.0,18.0,37.7,2,2013-02-12,2013,26.8,65.4
991,28.3,38.0,5.9,34.8,22.2,43.0,32.0,34.8,2,2013-02-13,2013,22.4,48.559999999999995
992,23.3,57.0,9.3,35.9,11.4,79.0,27.0,35.9,2,2013-02-14,2013,14.0,75.22
993,21.6,51.0,4.5,31.0,6.3,81.0,27.0,31.0,2,2013-02-15,2013,17.1,76.14000000000001
994,35.2,29.0,5.6,45.8,27.0,44.0,18.0,45.8,2,2013-02-16,2013,29.6,60.16
995,36.6,22.0,-0.6,49.1,23.5,42.0,11.0,49.1,2,2013-02-17,2013,37.2,68.76
996,23.0,31.0,-3.8,29.8,12.3,47.0,20.0,29.8,2,2013-02-18,2013,26.8,59.22
997,24.5,29.0,-7.5,44.1,9.2,53.0,7.0,44.1,2,2013-02-19,2013,32.0,83.46000000000001
998,21.1,54.0,5.7,38.8,10.7,86.0,27.0,38.8,2,2013-02-20,2013,15.400000000000002,81.34
999,16.3,80.0,11.0,24.1,6.7,84.0,70.0,24.1,2,2013-02-21,2013,5.300000000000001,54.440000000000005
1000,21.4,48.0,4.0,30.3,6.3,86.0,27.0,30.3,2,2013-02-22,2013,17.4,77.24000000000001
1001,26.0,46.0,7.3,37.0,19.2,85.0,33.0,37.0,2,2013-02-23,2013,18.7,68.52000000000001
1002,17.9,75.0,11.3,22.7,1.8,86.0,51.0,22.7,2,2013-02-24,2013,6.599999999999998,65.5
1003,18.3,55.0,3.2,38.0,-6.8,81.0,22.0,38.0,2,2013-02-25,2013,15.100000000000001,98.04
1004,24.1,52.0,8.4,31.0,16.4,83.0,33.0,31.0,2,2013-02-26,2013,15.700000000000001,64.6
1005,23.1,30.0,-4.5,30.6,11.7,52.0,17.0,30.6,2,2013-02-27,2013,27.6,63.50000000000001
1006,25.6,33.0,0.3,34.3,11.9,47.0,23.0,34.3,2,2013-02-28,2013,25.3,63.04
1007,34.7,35.0,9.6,43.6,24.2,47.0,25.0,43.6,3,2013-03-01,2013,25.1,59.32
1008,40.8,39.0,17.2,49.6,34.7,51.0,27.0,49.6,3,2013-03-02,2013,23.599999999999998,55.53999999999999
1009,42.4,40.0,18.0,50.8,32.2,86.0,24.0,50.8,3,2013-03-03,2013,24.4,72.91999999999999
1010,25.4,62.0,12.7,35.8,18.9,90.0,31.0,35.8,3,2013-03-04,2013,12.7,70.14
1011,30.8,27.0,-1.9,48.0,18.3,51.0,10.0,48.0,3,2013-03-05,2013,32.7,76.46000000000001
1012,42.1,23.0,5.3,53.9,18.0,46.0,13.0,53.9,3,2013-03-06,2013,36.800000000000004,79.78
1013,44.3,29.0,11.1,56.4,24.4,65.0,11.0,56.4,3,2013-03-07,2013,33.199999999999996,83.44000000000001
1014,31.2,59.0,17.0,48.3,19.5,88.0,26.0,48.3,3,2013-03-08,2013,14.2,83.12
1015,25.7,76.0,18.9,29.0,20.3,90.0,46.0,29.0,3,2013-03-09,2013,6.800000000000001,56.54
1016,29.6,39.0,6.4,45.4,11.6,63.0,21.0,45.4,3,2013-03-10,2013,23.200000000000003,80.92
1017,33.1,49.0,14.8,43.2,23.0,88.0,27.0,43.2,3,2013-03-11,2013,18.3,74.16
1018,31.4,66.0,19.6,44.5,20.3,88.0,32.0,44.5,3,2013-03-12,2013,11.799999999999997,76.36000000000001
1019,45.0,34.0,17.5,56.1,37.9,46.0,17.0,56.1,3,2013-03-13,2013,27.5,60.64
1020,49.7,23.0,13.0,59.5,41.5,33.0,14.0,59.5,3,2013-03-14,2013,36.7,56.84
1021,53.7,22.0,15.5,63.4,47.0,41.0,15.0,63.4,3,2013-03-15,2013,38.2,57.75999999999999
1022,40.9,48.0,21.8,50.8,31.2,72.0,27.0,50.8,3,2013-03-16,2013,19.099999999999998,67.8
1023,33.6,52.0,17.0,45.3,22.6,87.0,23.0,45.3,3,2013-03-17,2013,16.6,77.74
1024,28.3,32.0,1.6,36.5,20.5,64.0,22.0,36.5,3,2013-03-18,2013,26.7,63.12
1025,32.2,19.0,-9.8,41.3,17.3,68.0,6.0,41.3,3,2013-03-19,2013,42.0,78.32
1026,33.5,42.0,9.2,51.6,9.3,77.0,15.0,51.6,3,2013-03-20,2013,24.3,96.62
1027,36.5,39.0,12.6,45.8,27.0,74.0,17.0,45.8,3,2013-03-21,2013,23.9,71.32
1028,26.2,52.0,7.9,38.6,17.5,87.0,18.0,38.6,3,2013-03-22,2013,18.299999999999997,77.94
1029,12.1,81.0,7.3,17.5,-0.6,85.0,75.0,17.5,3,2013-03-23,2013,4.8,53.7
1030,8.6,62.0,-2.5,22.9,-7.7,80.0,30.0,22.9,3,2013-03-24,2013,11.1,80.6
1031,16.0,57.0,2.2,29.7,-1.7,78.0,25.0,29.7,3,2013-03-25,2013,13.8,82.48
1032,30.4,51.0,13.5,46.2,5.4,77.0,32.0,46.2,3,2013-03-26,2013,16.9,89.0
1033,36.6,61.0,23.1,49.9,26.1,86.0,25.0,49.9,3,2013-03-27,2013,13.5,77.76
1034,37.8,58.0,22.0,56.1,21.0,88.0,20.0,56.1,3,2013-03-28,2013,15.799999999999997,91.58000000000001
1035,40.9,55.0,24.4,55.6,25.7,86.0,20.0,55.6,3,2013-03-29,2013,16.5,85.66
1036,43.0,47.0,22.6,54.8,30.7,82.0,21.0,54.8,3,2013-03-30,2013,20.4,78.06
1037,42.1,39.0,11.5,58.9,22.1,89.0,7.0,58.9,3,2013-03-31,2013,30.6,98.32000000000001
1038,34.0,68.0,23.9,49.4,20.8,91.0,40.0,49.4,4,2013-04-01,2013,10.100000000000001,78.96000000000001
1039,31.8,91.0,29.6,36.9,29.7,92.0,86.0,36.9,4,2013-04-02,2013,2.1999999999999993,41.36
1040,37.9,65.0,24.3,57.6,19.2,92.0,19.0,57.6,4,2013-04-03,2013,13.599999999999998,96.67999999999999
1041,47.5,39.0,22.4,58.7,36.3,62.0,21.0,58.7,4,2013-04-04,2013,25.1,69.16
1042,45.2,43.0,22.6,58.6,35.3,79.0,22.0,58.6,4,2013-04-05,2013,22.6,75.82000000000001
1043,44.0,37.0,18.4,55.1,36.5,63.0,21.0,55.1,4,2013-04-06,2013,25.6,65.72
1044,41.3,54.0,24.9,50.0,32.8,88.0,29.0,50.0,4,2013-04-07,2013,16.4,70.44
1045,39.0,61.0,24.8,55.6,27.0,92.0,25.0,55.6,4,2013-04-08,2013,14.2,84.72
1046,14.5,79.0,9.2,26.9,6.0,90.0,70.0,26.9,4,2013-04-09,2013,5.300000000000001,60.099999999999994
1047,15.1,69.0,6.2,29.4,-2.2,80.0,34.0,29.4,4,2013-04-10,2013,8.899999999999999,80.16
1048,37.7,46.0,18.5,48.6,28.7,69.0,31.0,48.6,4,2013-04-11,2013,19.200000000000003,65.58
1049,36.3,61.0,21.7,49.1,25.6,86.0,20.0,49.1,4,2013-04-12,2013,14.599999999999998,79.25999999999999
1050,38.8,55.0,20.5,54.1,22.2,90.0,20.0,54.1,4,2013-04-13,2013,18.299999999999997,89.1
1051,29.5,43.0,8.4,34.5,25.3,90.0,22.0,34.5,4,2013-04-14,2013,21.1,65.68
1052,22.3,83.0,17.7,28.5,16.2,88.0,45.0,28.5,4,2013-04-15,2013,4.600000000000001,59.78
1053,21.7,86.0,18.1,26.6,15.7,88.0,83.0,26.6,4,2013-04-16,2013,3.599999999999998,44.7
1054,18.5,84.0,14.4,24.4,7.6,88.0,80.0,24.4,4,2013-04-17,2013,4.1,51.68
1055,13.9,58.0,0.9,26.9,-4.6,81.0,33.0,26.9,4,2013-04-18,2013,13.0,80.78
1056,31.3,47.0,13.4,38.8,22.4,54.0,39.0,38.8,4,2013-04-19,2013,17.9,53.8
1057,37.0,58.0,23.0,42.8,29.3,83.0,39.0,42.8,4,2013-04-20,2013,14.0,61.339999999999996
1058,38.3,50.0,20.3,46.2,28.1,84.0,33.0,46.2,4,2013-04-21,2013,17.999999999999996,68.46000000000001
1059,27.4,81.0,22.0,43.2,15.4,90.0,41.0,43.2,4,2013-04-22,2013,5.399999999999999,77.44
1060,20.5,74.0,13.4,29.0,12.4,84.0,46.0,29.0,4,2013-04-23,2013,7.1,62.28
1061,31.4,39.0,8.1,43.0,17.7,66.0,22.0,43.0,4,2013-04-24,2013,23.299999999999997,73.14
1062,42.0,32.0,11.7,58.4,23.2,71.0,15.0,58.4,4,2013-04-25,2013,30.3,87.36
1063,42.0,45.0,18.6,57.0,25.1,78.0,17.0,57.0,4,2013-04-26,2013,23.4,85.86000000000001
1064,46.3,37.0,16.6,62.9,26.7,73.0,14.0,62.9,4,2013-04-27,2013,29.699999999999996,89.44
1065,52.6,29.0,19.8,66.8,38.0,56.0,15.0,72.9,4,2013-04-28,2013,32.8,75.56
1066,55.9,31.0,21.6,68.4,39.1,68.0,14.0,72.6,4,2013-04-29,2013,34.3,80.74000000000001
1067,46.5,57.0,29.5,57.3,32.6,93.0,21.0,57.3,4,2013-04-30,2013,17.0,82.62
1068,45.1,62.0,30.8,57.5,30.4,92.0,33.0,57.5,5,2013-05-06,2013,14.3,80.34
1069,48.4,50.0,29.2,62.0,33.4,82.0,24.0,62.0,5,2013-05-07,2013,19.2,81.48
1070,41.6,74.0,32.9,57.8,32.1,88.0,32.0,57.8,5,2013-05-08,2013,8.700000000000003,77.85999999999999
1071,38.6,85.0,34.2,47.3,33.1,93.0,62.0,47.3,5,2013-05-09,2013,4.399999999999999,57.35999999999999
1072,44.2,63.0,30.1,61.8,29.4,92.0,23.0,61.8,5,2013-05-10,2013,14.100000000000001,89.24000000000001
1073,46.0,60.0,31.4,61.2,30.7,89.0,23.0,61.2,5,2013-05-11,2013,14.600000000000001,86.26
1074,57.3,36.0,27.7,70.8,41.2,69.0,17.0,74.9,5,2013-05-12,2013,29.599999999999998,80.32000000000001
1075,62.6,32.0,30.6,75.8,46.8,58.0,16.0,78.0,5,2013-05-13,2013,32.0,76.12
1076,60.3,38.0,32.9,73.5,43.2,70.0,19.0,78.6,5,2013-05-14,2013,27.4,80.66
1077,54.6,51.0,35.6,72.5,43.2,80.0,21.0,78.7,5,2013-05-15,2013,19.0,82.53999999999999
1078,57.5,42.0,32.7,69.6,42.8,84.0,16.0,76.7,5,2013-05-16,2013,24.799999999999997,83.28
1079,58.1,36.0,25.8,74.0,37.6,77.0,12.0,75.9,5,2013-05-17,2013,32.3,91.8
1080,51.3,39.0,25.6,63.2,38.5,82.0,19.0,63.2,5,2013-05-18,2013,25.699999999999996,79.38
1081,49.6,39.0,25.0,57.9,43.8,51.0,25.0,57.9,5,2013-05-19,2013,24.6,55.46000000000001
1082,47.4,48.0,28.1,56.0,40.5,79.0,32.0,56.0,5,2013-05-20,2013,19.299999999999997,64.41999999999999
1083,48.4,37.0,22.0,60.7,36.5,60.0,22.0,60.7,5,2013-05-21,2013,26.4,69.88
1084,50.4,52.0,31.2,64.8,32.5,88.0,21.0,76.2,5,2013-05-22,2013,19.2,88.41999999999999
1085,50.1,77.0,42.9,57.8,43.3,91.0,61.0,57.8,5,2013-05-23,2013,7.200000000000003,57.300000000000004
1086,56.8,46.0,31.1,73.6,36.6,91.0,12.0,76.8,5,2013-05-24,2013,25.699999999999996,97.44
1087,58.5,33.0,22.8,75.4,35.2,81.0,8.0,76.9,5,2013-05-25,2013,35.7,98.48
1088,57.4,31.0,24.7,74.4,42.9,48.0,10.0,75.9,5,2013-05-26,2013,32.7,77.18
1089,59.8,23.0,19.3,70.8,43.1,57.0,12.0,74.5,5,2013-05-27,2013,40.5,75.9
1090,54.0,39.0,27.0,68.1,33.7,72.0,15.0,78.2,5,2013-05-28,2013,27.0,86.91999999999999
1091,47.4,55.0,31.1,57.6,39.9,88.0,28.0,57.6,5,2013-05-29,2013,16.299999999999997,71.30000000000001
1092,48.4,37.0,22.6,55.9,42.4,56.0,21.0,55.9,5,2013-05-30,2013,25.799999999999997,58.10000000000001
1093,50.3,28.0,16.7,58.9,40.2,47.0,18.0,58.9,5,2013-05-31,2013,33.599999999999994,61.14
1094,50.2,44.0,28.7,58.9,43.3,64.0,23.0,58.9,6,2013-06-01,2013,21.500000000000004,62.36
1095,55.4,43.0,29.0,74.1,28.5,86.0,16.0,76.2,6,2013-06-02,2013,26.4,102.8
1096,58.4,34.0,26.3,76.3,36.5,65.0,13.0,76.7,6,2013-06-03,2013,32.099999999999994,90.51999999999998
1097,52.3,51.0,34.0,66.5,34.2,75.0,16.0,79.1,6,2013-06-04,2013,18.299999999999997,85.54
1098,48.5,72.0,39.3,59.0,39.9,91.0,47.0,59.0,6,2013-06-05,2013,9.200000000000003,66.94
1099,51.8,58.0,34.1,68.6,33.4,92.0,25.0,77.6,6,2013-06-06,2013,17.699999999999996,91.32
1100,55.9,52.0,35.8,71.7,36.9,88.0,22.0,78.8,6,2013-06-07,2013,20.1,90.56
1101,62.0,38.0,34.4,73.2,45.7,67.0,16.0,79.1,6,2013-06-08,2013,27.6,77.86000000000001
1102,64.7,38.0,30.9,83.6,35.6,87.0,13.0,80.8,6,2013-06-09,2013,33.800000000000004,106.64
1103,70.7,25.0,29.7,85.6,48.0,52.0,11.0,82.3,6,2013-06-10,2013,41.0,84.36
1104,68.6,21.0,21.8,82.2,44.6,56.0,8.0,79.7,6,2013-06-11,2013,46.8,86.88
1105,68.2,23.0,26.6,82.6,46.1,61.0,9.0,80.1,6,2013-06-12,2013,41.6,87.22
1106,65.4,45.0,37.5,84.1,46.5,83.0,11.0,81.2,6,2013-06-13,2013,27.900000000000006,95.52000000000001
1107,64.3,38.0,32.3,82.4,44.6,71.0,8.0,79.9,6,2013-06-14,2013,32.0,92.48
1108,59.3,55.0,42.0,74.8,41.5,85.0,28.0,79.1,6,2013-06-15,2013,17.299999999999997,85.82000000000001
1109,58.2,50.0,35.8,75.4,42.1,85.0,13.0,78.2,6,2013-06-16,2013,22.400000000000006,91.22000000000001
1110,57.5,54.0,39.6,70.8,39.9,85.0,28.0,79.1,6,2013-06-17,2013,17.9,83.42000000000002
1111,59.4,55.0,40.2,77.0,40.8,92.0,17.0,79.1,6,2013-06-18,2013,19.199999999999996,95.20000000000002
1112,65.0,36.0,25.3,82.6,41.2,91.0,6.0,80.1,6,2013-06-19,2013,39.7,103.99999999999999
1113,61.8,24.0,23.1,77.6,40.6,50.0,13.0,76.7,6,2013-06-20,2013,38.699999999999996,82.32
1114,64.3,30.0,24.1,83.6,40.5,72.0,7.0,80.8,6,2013-06-21,2013,40.199999999999996,98.50000000000001
1115,62.0,37.0,30.7,77.9,41.5,78.0,10.0,78.8,6,2013-06-22,2013,31.3,92.88
1116,58.7,41.0,34.5,73.2,37.5,65.0,27.0,79.1,6,2013-06-23,2013,24.200000000000003,81.38
1117,63.7,32.0,24.9,79.4,40.5,86.0,8.0,78.6,6,2013-06-24,2013,38.800000000000004,98.98
1118,67.8,23.0,28.3,78.0,54.1,45.0,17.0,77.4,6,2013-06-25,2013,39.5,65.98
1119,66.9,34.0,32.5,86.3,40.9,79.0,13.0,82.9,6,2013-06-26,2013,34.400000000000006,101.16000000000001
1120,71.1,29.0,32.5,89.3,48.2,59.0,9.0,85.3,6,2013-06-27,2013,38.599999999999994,91.1
1121,68.7,43.0,42.6,88.4,48.2,73.0,11.0,84.6,6,2013-06-28,2013,26.1,94.51999999999998
1122,62.8,60.0,47.0,78.1,47.4,86.0,26.0,78.9,6,2013-06-29,2013,15.799999999999997,84.29999999999998
1123,59.6,73.0,50.5,69.9,52.2,86.0,51.0,78.0,6,2013-06-30,2013,9.100000000000001,62.300000000000004
1124,59.8,68.0,48.6,74.6,53.3,89.0,31.0,79.1,7,2013-07-25,2013,11.199999999999996,74.18
1125,63.3,56.0,45.9,76.0,50.5,78.0,28.0,79.1,7,2013-07-26,2013,17.4,75.5
1126,58.4,70.0,47.0,78.1,42.8,92.0,22.0,79.1,7,2013-07-27,2013,11.399999999999999,92.5
1127,58.2,83.0,52.6,72.1,52.9,94.0,41.0,78.3,7,2013-07-28,2013,5.600000000000001,70.28
1128,60.6,63.0,46.9,71.4,51.2,91.0,35.0,79.0,7,2013-07-29,2013,13.700000000000003,72.36000000000001
1129,64.0,54.0,44.5,80.7,48.6,93.0,23.0,79.5,7,2013-07-30,2013,19.5,89.30000000000001
1130,61.7,52.0,41.2,77.4,48.0,79.0,22.0,77.8,7,2013-07-31,2013,20.5,81.92
1131,59.2,63.0,44.3,75.6,45.4,90.0,26.0,79.1,8,2013-08-01,2013,14.900000000000006,85.24
1132,72.1,33.0,40.6,82.4,63.9,44.0,21.0,80.2,8,2013-08-02,2013,31.499999999999993,58.780000000000015
1133,68.2,47.0,45.0,78.0,54.2,80.0,22.0,78.5,8,2013-08-03,2013,23.200000000000003,76.68
1134,63.2,54.0,45.3,72.1,47.7,90.0,36.0,78.3,8,2013-08-04,2013,17.900000000000006,75.84
1135,65.3,44.0,42.2,73.7,52.6,66.0,32.0,78.8,8,2013-08-05,2013,23.099999999999994,65.34
1136,67.0,33.0,35.8,79.8,52.2,54.0,16.0,78.9,8,2013-08-06,2013,31.200000000000003,73.28
1137,57.0,56.0,40.6,69.6,46.0,81.0,32.0,79.1,8,2013-08-07,2013,16.4,73.24
1138,55.1,66.0,43.1,71.6,40.3,87.0,38.0,78.9,8,2013-08-08,2013,12.0,80.94
1139,53.5,71.0,43.3,68.3,41.1,91.0,33.0,79.2,8,2013-08-09,2013,10.200000000000003,80.08000000000001
1140,60.0,50.0,35.5,74.9,40.2,94.0,23.0,79.0,8,2013-08-10,2013,24.5,92.26
1141,56.2,71.0,46.5,68.9,48.3,91.0,23.0,74.7,8,2013-08-11,2013,9.700000000000003,77.08000000000001
1142,51.8,76.0,44.1,64.7,41.2,92.0,52.0,78.9,8,2013-08-12,2013,7.699999999999996,69.9
1143,53.1,75.0,45.1,60.5,41.6,93.0,50.0,60.5,8,2013-08-13,2013,8.0,66.38
1144,56.8,60.0,40.6,72.8,39.3,92.0,27.0,78.4,8,2013-08-14,2013,16.199999999999996,88.9
1145,61.7,44.0,34.0,80.0,39.4,83.0,15.0,78.4,8,2013-08-15,2013,27.700000000000003,97.08000000000001
1146,54.3,63.0,40.5,77.4,41.1,85.0,20.0,79.2,8,2013-08-16,2013,13.799999999999997,91.70000000000002
1147,55.7,59.0,40.1,76.1,43.3,79.0,16.0,77.1,8,2013-08-17,2013,15.600000000000001,87.48
1148,67.2,34.0,36.0,83.9,49.8,53.0,14.0,81.1,8,2013-08-18,2013,31.200000000000003,80.13999999999999
1149,67.5,38.0,37.4,86.1,47.6,69.0,12.0,82.7,8,2013-08-19,2013,30.1,91.02000000000001
1150,66.8,37.0,35.6,86.7,46.0,73.0,12.0,83.2,8,2013-08-20,2013,31.199999999999996,94.66
1151,67.1,41.0,41.3,78.9,55.0,64.0,23.0,79.1,8,2013-08-21,2013,25.799999999999997,70.66000000000001
1152,59.5,70.0,48.8,75.8,48.5,92.0,37.0,78.5,8,2013-08-22,2013,10.700000000000003,79.1
1153,64.3,57.0,46.6,80.9,51.3,92.0,25.0,79.7,8,2013-08-23,2013,17.699999999999996,85.72
1154,61.6,60.0,44.4,76.8,45.4,94.0,22.0,79.0,8,2013-08-24,2013,17.200000000000003,89.32
1155,61.3,66.0,47.6,78.3,45.8,92.0,27.0,78.1,8,2013-08-25,2013,13.699999999999996,87.9
1156,65.7,59.0,48.2,82.2,49.2,91.0,27.0,80.4,8,2013-08-26,2013,17.5,88.03999999999999
1157,63.3,66.0,49.8,79.9,49.4,94.0,29.0,79.2,8,2013-08-27,2013,13.5,85.9
1158,64.5,59.0,46.7,82.5,48.8,94.0,27.0,80.8,8,2013-08-28,2013,17.799999999999997,89.82000000000001
1159,62.6,59.0,45.3,84.0,46.4,84.0,22.0,81.6,8,2013-08-29,2013,17.300000000000004,91.92000000000002
1160,62.2,64.0,47.3,82.0,46.2,93.0,26.0,80.3,8,2013-08-30,2013,14.900000000000006,91.92000000000002
1161,64.5,51.0,44.7,84.1,49.5,83.0,22.0,81.7,8,2013-08-31,2013,19.799999999999997,88.56
1162,54.1,78.0,46.3,69.5,45.1,95.0,36.0,79.1,9,2013-09-16,2013,7.800000000000004,77.64
1163,61.4,48.0,39.2,75.1,43.2,92.0,17.0,79.0,9,2013-09-17,2013,22.199999999999996,90.89999999999998
1164,55.1,63.0,41.6,67.4,46.8,90.0,34.0,79.1,9,2013-09-18,2013,13.5,72.76000000000002
1165,49.7,70.0,39.8,57.5,38.6,91.0,46.0,57.5,9,2013-09-19,2013,9.900000000000006,67.1
1166,47.9,71.0,37.6,65.6,31.9,94.0,30.0,79.2,9,2013-09-20,2013,10.299999999999997,88.74000000000001
1167,56.9,49.0,34.2,73.3,37.2,91.0,17.0,78.7,9,2013-09-21,2013,22.699999999999996,94.74000000000001
1168,49.7,72.0,40.2,63.4,41.3,94.0,40.0,63.4,9,2013-09-22,2013,9.5,73.54
1169,49.0,52.0,31.2,55.6,43.6,93.0,33.0,55.6,9,2013-09-23,2013,17.8,65.6
1170,55.7,31.0,23.1,67.9,43.9,58.0,10.0,73.6,9,2013-09-24,2013,32.6,73.28
1171,63.0,20.0,20.8,72.8,48.2,44.0,13.0,75.7,9,2013-09-25,2013,42.2,67.76
1172,49.2,63.0,36.2,64.0,38.3,89.0,41.0,64.0,9,2013-09-26,2013,13.0,74.98
1173,42.2,78.0,35.2,46.8,35.8,93.0,41.0,46.8,9,2013-09-27,2013,7.0,61.72
1174,49.6,36.0,23.8,55.7,35.6,51.0,28.0,55.7,9,2013-09-28,2013,25.8,60.379999999999995
1175,54.8,24.0,18.3,64.2,45.1,40.0,19.0,64.2,9,2013-09-29,2013,36.5,58.66
