,avg_win,avg_gus,avg_dir,rfm,Month,aag,aaw,aar,aad
2398,5.6,8.7,58.0,0.0,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2399,6.6,9.9,89.0,0.0,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2400,9.5,14.1,103.0,0.0,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2401,4.9,7.3,101.0,0.0,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2402,9.6,14.9,96.0,0.04,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2403,13.8,20.0,38.0,0.04,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2404,4.8,7.9,104.0,0.04,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2405,1.8,3.4,104.0,0.04,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2406,9.1,13.4,101.0,0.04,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2407,7.1,10.5,112.0,0.06,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2408,2.1,3.9,113.0,0.06,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2409,3.6,5.4,102.0,0.07,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2410,2.2,3.8,93.0,0.09,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2411,6.4,9.4,103.0,0.09,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2412,2.6,4.1,113.0,0.13,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2413,3.7,5.7,119.0,0.24,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2414,2.1,3.9,120.0,0.36,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2415,1.5,2.9,116.0,0.42,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2416,2.1,3.7,113.0,0.43,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2417,2.9,5.0,109.0,0.43,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2418,1.7,3.4,107.0,0.45,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
